model_name,split,sample_id,summarizer,f1_score,precision,recall,length_ratio,wer,medical_wer
whisper_tiny,train,1411,bert_extractive,0.6545454545454545,0.6206896551724138,0.6923076923076923,1.1153846153846154,0.2758620689655172,0.0
whisper_tiny,train,598,mt5_small,0.2727272727272727,0.46153846153846156,0.1935483870967742,0.41935483870967744,0.3636363636363636,0.0
whisper_tiny,train,598,bert_extractive,0.6031746031746031,0.59375,0.6129032258064516,1.032258064516129,0.3636363636363636,0.0
whisper_tiny,train,49,mt5_small,0.12121212121212122,0.25,0.08,0.32,0.0,0.0
whisper_tiny,train,49,bert_extractive,0.8399999999999999,0.84,0.84,1.0,0.0,0.0
whisper_tiny,train,462,mt5_small,0.0,0.0,0.0,0.16,0.1785714285714285,0.0
whisper_tiny,train,462,bert_extractive,0.7450980392156863,0.7307692307692307,0.76,1.04,0.1785714285714285,0.0
whisper_tiny,train,1222,mt5_small,0.13636363636363635,0.25,0.09375,0.375,0.1176470588235294,0.0
whisper_tiny,train,1222,bert_extractive,0.7384615384615384,0.7272727272727273,0.75,1.03125,0.1176470588235294,0.0
whisper_tiny,train,29,mt5_small,0.0,0.0,0.0,0.25,0.0384615384615384,0.0
whisper_tiny,train,29,bert_extractive,0.8085106382978724,0.8260869565217391,0.7916666666666666,0.9583333333333334,0.0384615384615384,0.0
whisper_tiny,train,192,mt5_small,0.0,0.0,0.0,0.1724137931034483,0.1875,0.0
whisper_tiny,train,192,bert_extractive,0.7586206896551724,0.7586206896551724,0.7586206896551724,1.0,0.1875,0.0
whisper_tiny,train,922,mt5_small,0.0851063829787234,0.18181818181818182,0.05555555555555555,0.3055555555555556,0.1282051282051282,1.0
whisper_tiny,train,922,bert_extractive,0.732394366197183,0.7428571428571429,0.7222222222222222,0.9722222222222222,0.1282051282051282,1.0
whisper_tiny,train,1433,mt5_small,0.0975609756097561,0.18181818181818182,0.06666666666666667,0.36666666666666664,0.1944444444444444,1.0
whisper_tiny,train,1433,bert_extractive,0.761904761904762,0.7272727272727273,0.8,1.1,0.1944444444444444,1.0
whisper_tiny,train,621,mt5_small,0.0,0.0,0.0,0.23809523809523808,0.4761904761904761,0.0
whisper_tiny,train,621,bert_extractive,0.6046511627906977,0.5909090909090909,0.6190476190476191,1.0476190476190477,0.4761904761904761,0.0
whisper_tiny,train,1027,mt5_small,0.0,0.0,0.0,0.5652173913043478,0.2222222222222222,0.0
whisper_tiny,train,1027,bert_extractive,0.7555555555555555,0.7727272727272727,0.7391304347826086,0.9565217391304348,0.2222222222222222,0.0
whisper_tiny,train,730,mt5_small,0.058823529411764705,0.1111111111111111,0.04,0.36,0.2,0.0
whisper_tiny,train,730,bert_extractive,0.68,0.68,0.68,1.0,0.2,0.0
whisper_tiny,train,67,mt5_small,0.0,0.0,0.0,0.1875,0.2222222222222222,1.0
whisper_tiny,train,67,bert_extractive,0.6470588235294118,0.6111111111111112,0.6875,1.125,0.2222222222222222,1.0
whisper_tiny,train,1312,mt5_small,0.0,0.0,0.0,0.21739130434782608,0.0416666666666666,0.0
whisper_tiny,train,1312,bert_extractive,0.9787234042553191,0.9583333333333334,1.0,1.0434782608695652,0.0416666666666666,0.0
whisper_tiny,train,527,mt5_small,0.0,0.0,0.0,0.19047619047619047,0.25,0.0
whisper_tiny,train,527,bert_extractive,0.5263157894736842,0.5882352941176471,0.47619047619047616,0.8095238095238095,0.25,0.0
whisper_tiny,train,812,mt5_small,0.0,0.0,0.0,0.16666666666666666,0.1851851851851851,0.0
whisper_tiny,train,812,bert_extractive,0.7755102040816326,0.76,0.7916666666666666,1.0416666666666667,0.1851851851851851,0.0
whisper_tiny,eval,9,mt5_small,0.0,0.0,0.0,0.21739130434782608,0.2608695652173913,0.0
whisper_tiny,eval,9,bert_extractive,0.711111111111111,0.7272727272727273,0.6956521739130435,0.9565217391304348,0.2608695652173913,0.0
whisper_tiny,eval,255,mt5_small,0.16,0.3076923076923077,0.10810810810810811,0.35135135135135137,0.1052631578947368,0.0
whisper_tiny,eval,255,bert_extractive,0.8767123287671232,0.8888888888888888,0.8648648648648649,0.972972972972973,0.1052631578947368,0.0
whisper_tiny,eval,144,mt5_small,0.07692307692307693,0.2,0.047619047619047616,0.23809523809523808,0.32,0.0
whisper_tiny,eval,144,bert_extractive,0.6341463414634146,0.65,0.6190476190476191,0.9523809523809523,0.32,0.0
whisper_tiny,eval,213,mt5_small,0.19047619047619047,0.4,0.125,0.3125,0.5789473684210527,0.0
whisper_tiny,eval,213,bert_extractive,0.4800000000000001,0.6666666666666666,0.375,0.5625,0.5789473684210527,0.0
whisper_tiny,eval,230,mt5_small,0.06666666666666667,0.09090909090909091,0.05263157894736842,0.5789473684210527,0.1904761904761904,0.0
whisper_tiny,eval,230,bert_extractive,0.7368421052631579,0.7368421052631579,0.7368421052631579,1.0,0.1904761904761904,0.0
whisper_tiny,eval,197,mt5_small,0.36363636363636365,0.5333333333333333,0.27586206896551724,0.5172413793103449,0.15625,0.0
whisper_tiny,eval,197,bert_extractive,0.7931034482758621,0.7931034482758621,0.7931034482758621,1.0,0.15625,0.0
whisper_tiny,eval,97,mt5_small,0.0,0.0,0.0,0.2727272727272727,0.3043478260869565,0.0
whisper_tiny,eval,97,bert_extractive,0.6818181818181818,0.6818181818181818,0.6818181818181818,1.0,0.3043478260869565,0.0
whisper_tiny,eval,73,mt5_small,0.0,0.0,0.0,0.24242424242424243,0.1578947368421052,0.0
whisper_tiny,eval,73,bert_extractive,0.7164179104477613,0.7058823529411765,0.7272727272727273,1.0303030303030303,0.1578947368421052,0.0
whisper_tiny,eval,109,mt5_small,0.0425531914893617,0.05,0.037037037037037035,0.7407407407407407,0.2142857142857142,0.0
